local_file,dataset_split,selection_role,openimages_split,image_id,acquisition,download_url,original_url,original_landing_url,license,author,title
dataset_v2/images/val/test_049d99faa622b032.jpg,val,bottle,test,049d99faa622b032,download,https://open-images-dataset.s3.amazonaws.com/test/049d99faa622b032.jpg,https://farm3.staticflickr.com/7300/9321658279_710827ebc7_o.jpg,https://www.flickr.com/photos/rainsong/9321658279,https://creativecommons.org/licenses/by/2.0/,Ali from Riyadh : ),الماء الصغيرة
dataset_v2/images/train/test_04b01356c42e5d28.jpg,train,keyboard,test,04b01356c42e5d28,baseline-copy,https://open-images-dataset.s3.amazonaws.com/test/04b01356c42e5d28.jpg,https://c1.staticflickr.com/8/7172/6504181677_83624d64c7_o.jpg,https://www.flickr.com/photos/qqjawe/6504181677,https://creativecommons.org/licenses/by/2.0/,JC Awe,Unix keyboard
dataset_v2/images/train/test_0646fb850d6442dd.jpg,train,keyboard,test,0646fb850d6442dd,baseline-copy,https://open-images-dataset.s3.amazonaws.com/test/0646fb850d6442dd.jpg,https://c6.staticflickr.com/3/2787/5719743365_144704f452_o.jpg,https://www.flickr.com/photos/rssupport/5719743365,https://creativecommons.org/licenses/by/2.0/,Robin Myerscough,IMG_9517
dataset_v2/images/val/test_081b80f4199a9032.jpg,val,bottle,test,081b80f4199a9032,baseline-copy,https://open-images-dataset.s3.amazonaws.com/test/081b80f4199a9032.jpg,https://farm3.staticflickr.com/8350/8245013061_7330f8cff3_o.jpg,https://www.flickr.com/photos/arndog/8245013061,https://creativecommons.org/licenses/by/2.0/,Arnold Gatilao,"What's up, Taddy?"
dataset_v2/images/train/test_0836a2a0b49e3d2d.jpg,train,keyboard,test,0836a2a0b49e3d2d,baseline-copy,https://open-images-dataset.s3.amazonaws.com/test/0836a2a0b49e3d2d.jpg,https://c6.staticflickr.com/3/2498/3739647697_371c0bccf9_o.jpg,https://www.flickr.com/photos/mrgamebox/3739647697,https://creativecommons.org/licenses/by/2.0/,Guy Drori,my desk (monitor and peripherals side)
dataset_v2/images/train/test_084b363c71a7f958.jpg,train,bottle,test,084b363c71a7f958,download,https://open-images-dataset.s3.amazonaws.com/test/084b363c71a7f958.jpg,https://c1.staticflickr.com/9/8197/8188573307_cae167c7a6_o.jpg,https://www.flickr.com/photos/kalleboo/8188573307,https://creativecommons.org/licenses/by/2.0/,Karl Baron,Pixel water
dataset_v2/images/train/test_08aa142f47a36b62.jpg,train,bottle,test,08aa142f47a36b62,download,https://open-images-dataset.s3.amazonaws.com/test/08aa142f47a36b62.jpg,https://farm3.staticflickr.com/2118/2271880066_5eda955593_o.jpg,https://www.flickr.com/photos/jolisoleil/2271880066,https://creativecommons.org/licenses/by/2.0/,jolisoleil / jswinetours / jscitytours,PICT0006
dataset_v2/images/train/test_093f6863e99a8601.jpg,train,bottle,test,093f6863e99a8601,download,https://open-images-dataset.s3.amazonaws.com/test/093f6863e99a8601.jpg,https://farm2.staticflickr.com/80/264576948_36c51c1a34_o.jpg,https://www.flickr.com/photos/44124421419@N01/264576948,https://creativecommons.org/licenses/by/2.0/,L. Balois,SNL 027
dataset_v2/images/train/test_09eb9f5005da8815.jpg,train,bottle,test,09eb9f5005da8815,download,https://open-images-dataset.s3.amazonaws.com/test/09eb9f5005da8815.jpg,https://farm6.staticflickr.com/3068/3028881748_72e038e3e5_o.jpg,https://www.flickr.com/photos/rexroof/3028881748,https://creativecommons.org/licenses/by/2.0/,Rex Roof,Funny Pill Names
dataset_v2/images/train/test_0a638e9d9a924f5f.jpg,train,keyboard,test,0a638e9d9a924f5f,baseline-copy,https://open-images-dataset.s3.amazonaws.com/test/0a638e9d9a924f5f.jpg,https://c8.staticflickr.com/2/1258/1186276193_beb7c097bb_o.jpg,https://www.flickr.com/photos/conanil/1186276193,https://creativecommons.org/licenses/by/2.0/,Conan,Il Tour Operator
dataset_v2/images/train/test_0ab71726276e827f.jpg,train,keyboard,test,0ab71726276e827f,download,https://open-images-dataset.s3.amazonaws.com/test/0ab71726276e827f.jpg,https://c8.staticflickr.com/3/2307/2316342038_13384493ea_o.jpg,https://www.flickr.com/photos/zilupe/2316342038,https://creativecommons.org/licenses/by/2.0/,zilupe,Pirmā bilde no Linux
dataset_v2/images/train/test_0cda3f209a5461ed.jpg,train,bottle,test,0cda3f209a5461ed,baseline-copy,https://open-images-dataset.s3.amazonaws.com/test/0cda3f209a5461ed.jpg,https://c6.staticflickr.com/5/4087/4847615080_c89236485c_o.jpg,https://www.flickr.com/photos/herry/4847615080,https://creativecommons.org/licenses/by/2.0/,Herry Lawford,The Orangery
dataset_v2/images/train/test_0dc2a0a1bbe4f527.jpg,train,bottle,test,0dc2a0a1bbe4f527,download,https://open-images-dataset.s3.amazonaws.com/test/0dc2a0a1bbe4f527.jpg,https://farm8.staticflickr.com/8749/16978614652_6b45c86e72_o.jpg,https://www.flickr.com/photos/29694550@N06/16978614652/,https://creativecommons.org/licenses/by/2.0/,Dakil Auctioneers,IMG_1426
dataset_v2/images/train/test_0dd0812043663626.jpg,train,bottle,test,0dd0812043663626,download,https://open-images-dataset.s3.amazonaws.com/test/0dd0812043663626.jpg,https://farm7.staticflickr.com/7177/6876089333_78908cf96b_o.jpg,https://www.flickr.com/photos/dohastadiumplusqatar/6876089333,https://creativecommons.org/licenses/by/2.0/,Doha Stadium Plus Qatar,Sheikh Khalid bin Ali Al Thani
dataset_v2/images/val/test_0e4a479e5d1997bd.jpg,val,keyboard,test,0e4a479e5d1997bd,baseline-copy,https://open-images-dataset.s3.amazonaws.com/test/0e4a479e5d1997bd.jpg,https://c6.staticflickr.com/2/1088/5119918654_27feb097fa_o.jpg,https://www.flickr.com/photos/1c11/5119918654,https://creativecommons.org/licenses/by/2.0/,Aitor Calero,teclado
dataset_v2/images/train/test_0eb32611b755d91c.jpg,train,bottle,test,0eb32611b755d91c,baseline-copy,https://open-images-dataset.s3.amazonaws.com/test/0eb32611b755d91c.jpg,https://c5.staticflickr.com/3/2905/14505719958_94435ce76f_o.jpg,https://www.flickr.com/photos/76969036@N02/14505719958,https://creativecommons.org/licenses/by/2.0/,David Guo,999b
dataset_v2/images/train/test_0ebd6a0200dfa59c.jpg,train,keyboard,test,0ebd6a0200dfa59c,baseline-copy,https://open-images-dataset.s3.amazonaws.com/test/0ebd6a0200dfa59c.jpg,https://c5.staticflickr.com/3/2343/2209784488_d0c141cedc_o.jpg,https://www.flickr.com/photos/nnova/2209784488,https://creativecommons.org/licenses/by/2.0/,Nicolas Nova,Minitel numeric keypad
dataset_v2/images/train/test_0ec4b1c27046c4ca.jpg,train,bottle,test,0ec4b1c27046c4ca,download,https://open-images-dataset.s3.amazonaws.com/test/0ec4b1c27046c4ca.jpg,https://c3.staticflickr.com/8/7589/16601795848_78bd35a859_o.jpg,https://www.flickr.com/photos/mapurbanlinguisticlandscape/16601795848,https://creativecommons.org/licenses/by/2.0/,Map of the Urban Linguistic Landscape,25 Mild and hot sauce by Michelle Holcomb
dataset_v2/images/train/test_0f4036ef99eb11d7.jpg,train,keyboard,test,0f4036ef99eb11d7,baseline-copy,https://open-images-dataset.s3.amazonaws.com/test/0f4036ef99eb11d7.jpg,https://farm8.staticflickr.com/2461/3578417059_4dcd78b618_o.jpg,https://www.flickr.com/photos/koalazymonkey/3578417059,https://creativecommons.org/licenses/by/2.0/,Justin See (coming back),Coco-cola
dataset_v2/images/val/test_0f6686034dc76b86.jpg,val,keyboard,test,0f6686034dc76b86,baseline-copy,https://open-images-dataset.s3.amazonaws.com/test/0f6686034dc76b86.jpg,https://farm7.staticflickr.com/4129/4952712147_53838c1792_o.jpg,https://www.flickr.com/photos/bmiphone/4952712147,https://creativecommons.org/licenses/by/2.0/,bm.iphone,あんまりに暑いので鈴しげなiphone4case買った。
dataset_v2/images/train/test_0fc724d22d9920b2.jpg,train,person_negative,test,0fc724d22d9920b2,download,https://open-images-dataset.s3.amazonaws.com/test/0fc724d22d9920b2.jpg,https://farm3.staticflickr.com/5566/15053536719_fde8360bf8_o.jpg,https://www.flickr.com/photos/34739556@N04/15053536719,https://creativecommons.org/licenses/by/2.0/,rawdonfox,Armoured Car
dataset_v2/images/train/test_10004554bc874b75.jpg,train,bottle,test,10004554bc874b75,download,https://open-images-dataset.s3.amazonaws.com/test/10004554bc874b75.jpg,https://farm6.staticflickr.com/7615/16777956411_86ac4b03c3_o.jpg,https://www.flickr.com/photos/dalecruse/16777956411,https://creativecommons.org/licenses/by/2.0/,Dale Cruse,Silky smooth 1988 Remoissenet Rejane white Burgundy still showing beautifully.
dataset_v2/images/train/test_108d661a10bfef01.jpg,train,bottle,test,108d661a10bfef01,download,https://open-images-dataset.s3.amazonaws.com/test/108d661a10bfef01.jpg,https://farm2.staticflickr.com/7038/6945234281_8d85d36317_o.jpg,https://www.flickr.com/photos/julieleuthold/6945234281,https://creativecommons.org/licenses/by/2.0/,JULIE,label for a wine bottle
dataset_v2/images/train/test_1194b04d2193155f.jpg,train,bottle,test,1194b04d2193155f,download,https://open-images-dataset.s3.amazonaws.com/test/1194b04d2193155f.jpg,https://c8.staticflickr.com/9/8151/7372667506_fb10c2cf59_o.jpg,https://www.flickr.com/photos/the-magic-tuba-pixie/7372667506,https://creativecommons.org/licenses/by/2.0/,The Magic Tuba Pixie,"Magic, why do you have a vodka bottle with a lampshade- oh."
dataset_v2/images/train/test_13f24d0da44f0baf.jpg,train,bottle,test,13f24d0da44f0baf,download,https://open-images-dataset.s3.amazonaws.com/test/13f24d0da44f0baf.jpg,https://c8.staticflickr.com/7/6202/6142118211_b114c939fa_o.jpg,https://www.flickr.com/photos/calistan/6142118211,https://creativecommons.org/licenses/by/2.0/,cometstarmoon,_MG_7615
dataset_v2/images/train/test_143a5dc54729bb20.jpg,train,bottle,test,143a5dc54729bb20,download,https://open-images-dataset.s3.amazonaws.com/test/143a5dc54729bb20.jpg,https://farm1.staticflickr.com/7509/15927636269_9e32ac8c31_o.jpg,https://www.flickr.com/photos/sharisberries/15927636269,https://creativecommons.org/licenses/by/2.0/,Shari&#x27;s Berries,"New Year's Eve Party Favors with champagne, gold ribbon, decorated gift bags confetti chocolate candy kisses on a white table with scissors"
dataset_v2/images/train/test_149679bc0a0f5807.jpg,train,person_negative,test,149679bc0a0f5807,download,https://open-images-dataset.s3.amazonaws.com/test/149679bc0a0f5807.jpg,https://farm8.staticflickr.com/7240/7309207898_622cb7f90c_o.jpg,https://www.flickr.com/photos/mole-volio/7309207898,https://creativecommons.org/licenses/by/2.0/,mole-volio,"Lisa models Shrub and Lovage, Seaview Inn, Falmouth"
dataset_v2/images/train/test_14e8ca73ef667098.jpg,train,bottle,test,14e8ca73ef667098,baseline-copy,https://open-images-dataset.s3.amazonaws.com/test/14e8ca73ef667098.jpg,https://c1.staticflickr.com/4/3727/13204083215_8bc5c06cb6_o.jpg,https://www.flickr.com/photos/egoant/13204083215,https://creativecommons.org/licenses/by/2.0/,Aaron,Having a beer at the airport bar. People are weird. I love it. #GDC #lax #yeg2gdc
dataset_v2/images/train/test_152dccdcfdf03ac2.jpg,train,keyboard,test,152dccdcfdf03ac2,baseline-copy,https://open-images-dataset.s3.amazonaws.com/test/152dccdcfdf03ac2.jpg,https://farm3.staticflickr.com/2587/3982099559_86f6233a18_o.jpg,https://www.flickr.com/photos/42231620@N07/3982099559,https://creativecommons.org/licenses/by/2.0/,abductit,microsoft-mobile-keyboard-6000
dataset_v2/images/val/test_15b13736c4130494.jpg,val,bottle,test,15b13736c4130494,baseline-copy,https://open-images-dataset.s3.amazonaws.com/test/15b13736c4130494.jpg,https://farm5.staticflickr.com/8657/16679673812_3a49eb13df_o.jpg,https://www.flickr.com/photos/bbqnessdotcom/16679673812,https://creativecommons.org/licenses/by/2.0/,Enrico BBQness,IMG_6398
dataset_v2/images/train/test_17dd803432ac2c82.jpg,train,bottle,test,17dd803432ac2c82,download,https://open-images-dataset.s3.amazonaws.com/test/17dd803432ac2c82.jpg,https://farm3.staticflickr.com/3090/2565902418_6ec6e6ec1c_o.jpg,https://www.flickr.com/photos/27510523@N04/2565902418,https://creativecommons.org/licenses/by/2.0/,Jim Harper,Oil Painting Composite
dataset_v2/images/train/test_17f8cf4d94710527.jpg,train,keyboard,test,17f8cf4d94710527,download,https://open-images-dataset.s3.amazonaws.com/test/17f8cf4d94710527.jpg,https://farm8.staticflickr.com/5539/14382192572_c5a7f10ef0_o.jpg,https://www.flickr.com/photos/30478819@N08/14382192572,https://creativecommons.org/licenses/by/2.0/,Marco Verch,"Keyboard, Mac, Tastatur"
dataset_v2/images/val/test_1821b8ba70aec299.jpg,val,bottle,test,1821b8ba70aec299,download,https://open-images-dataset.s3.amazonaws.com/test/1821b8ba70aec299.jpg,https://c2.staticflickr.com/3/2081/2347532110_db5946dfab_o.jpg,https://www.flickr.com/photos/johnnieb/2347532110,https://creativecommons.org/licenses/by/2.0/,John Goode,NO MATTER
dataset_v2/images/train/test_1850d0e51705ac0d.jpg,train,bottle,test,1850d0e51705ac0d,download,https://open-images-dataset.s3.amazonaws.com/test/1850d0e51705ac0d.jpg,https://c6.staticflickr.com/2/1222/5139535603_1674d64052_o.jpg,https://www.flickr.com/photos/lindsaydeebunny/5139535603,https://creativecommons.org/licenses/by/2.0/,Lindsay,4.5 litres of awesome
dataset_v2/images/train/test_1855f06fe071d312.jpg,train,bottle,test,1855f06fe071d312,download,https://open-images-dataset.s3.amazonaws.com/test/1855f06fe071d312.jpg,https://farm3.staticflickr.com/6171/6167785769_d87f584f14_o.jpg,https://www.flickr.com/photos/matthiassonwine/6167785769,https://creativecommons.org/licenses/by/2.0/,Matthiasson Wine,Matthiasson White Wine
dataset_v2/images/train/test_18644f58bcc42cff.jpg,train,bottle,test,18644f58bcc42cff,download,https://open-images-dataset.s3.amazonaws.com/test/18644f58bcc42cff.jpg,https://c8.staticflickr.com/2/1154/1043050385_013ea3f8f8_o.jpg,https://www.flickr.com/photos/gellar/1043050385,https://creativecommons.org/licenses/by/2.0/,Almudena I. Bernardos,Delirios nocturnos
dataset_v2/images/train/test_18b4ed30f44419b5.jpg,train,keyboard,test,18b4ed30f44419b5,baseline-copy,https://open-images-dataset.s3.amazonaws.com/test/18b4ed30f44419b5.jpg,https://farm6.staticflickr.com/3480/3462713553_c07c5ffb1d_o.jpg,https://www.flickr.com/photos/mythwhisper/3462713553,https://creativecommons.org/licenses/by/2.0/,mythwhisper,New Desk Overhead
dataset_v2/images/train/test_18de0c150fd7672c.jpg,train,bottle,test,18de0c150fd7672c,download,https://open-images-dataset.s3.amazonaws.com/test/18de0c150fd7672c.jpg,https://c5.staticflickr.com/9/8222/8305114910_9d55e25f93_o.jpg,https://www.flickr.com/photos/fotnmc/8305114910,https://creativecommons.org/licenses/by/2.0/,Bobo Boom,Ferrari Testarossa
dataset_v2/images/train/test_193b1c641b7d904a.jpg,train,bottle,test,193b1c641b7d904a,download,https://open-images-dataset.s3.amazonaws.com/test/193b1c641b7d904a.jpg,https://c3.staticflickr.com/9/8076/8318883471_f76a519abe_o.jpg,https://www.flickr.com/photos/danhogbenspics/8318883471,https://creativecommons.org/licenses/by/2.0/,Disco-Dan,Splash of red
dataset_v2/images/train/test_195e254c8fc19270.jpg,train,bottle,test,195e254c8fc19270,download,https://open-images-dataset.s3.amazonaws.com/test/195e254c8fc19270.jpg,https://farm1.staticflickr.com/7610/16616863067_a8eb074559_o.jpg,https://www.flickr.com/photos/basq/16616863067,https://creativecommons.org/licenses/by/2.0/,Jens Mayer,Water
dataset_v2/images/val/test_19785ab1a5eb3c6d.jpg,val,keyboard,test,19785ab1a5eb3c6d,download,https://open-images-dataset.s3.amazonaws.com/test/19785ab1a5eb3c6d.jpg,https://c6.staticflickr.com/5/4013/4290606664_5f845ab161_o.jpg,https://www.flickr.com/photos/microsoftsweden/4290606664/,https://creativecommons.org/licenses/by/2.0/,Microsoft Sweden,09-09BMK6000_ATop_FY10_lg
dataset_v2/images/train/test_1a7816f8c49ed04f.jpg,train,keyboard,test,1a7816f8c49ed04f,download,https://open-images-dataset.s3.amazonaws.com/test/1a7816f8c49ed04f.jpg,https://c8.staticflickr.com/5/4005/4578315324_64e102511d_o.jpg,https://www.flickr.com/photos/billbooz/4578315324,https://creativecommons.org/licenses/by/2.0/,William Booz,151/365 - 5/3/10 My Shiny New MacBook Pro!
dataset_v2/images/val/test_1b78346f65ea59cc.jpg,val,keyboard,test,1b78346f65ea59cc,baseline-copy,https://open-images-dataset.s3.amazonaws.com/test/1b78346f65ea59cc.jpg,https://c5.staticflickr.com/9/8321/8004733769_ce69925b91_o.jpg,https://www.flickr.com/photos/shardayyy/8004733769,https://creativecommons.org/licenses/by/2.0/,Shardayyy,142:365 - 09/19/2012 - IOS6
dataset_v2/images/train/test_1c5fe9deddf7d9cc.jpg,train,keyboard,test,1c5fe9deddf7d9cc,download,https://open-images-dataset.s3.amazonaws.com/test/1c5fe9deddf7d9cc.jpg,https://c5.staticflickr.com/8/7183/6778530940_7113c45795_o.jpg,https://www.flickr.com/photos/n0ssc/6778530940,https://creativecommons.org/licenses/by/2.0/,Sterling Coffey,The Heil PR40
dataset_v2/images/train/test_1cb176b5ab13ff99.jpg,train,keyboard,test,1cb176b5ab13ff99,baseline-copy,https://open-images-dataset.s3.amazonaws.com/test/1cb176b5ab13ff99.jpg,https://c2.staticflickr.com/7/6223/6318644496_af3302696d_o.jpg,https://www.flickr.com/photos/mozillaeu/6318644496,https://creativecommons.org/licenses/by/2.0/,Mozilla in Europe,Morning Session
dataset_v2/images/train/test_1cbdc945d69244da.jpg,train,bottle,test,1cbdc945d69244da,download,https://open-images-dataset.s3.amazonaws.com/test/1cbdc945d69244da.jpg,https://c3.staticflickr.com/4/3458/5804834580_f70c9e59f7_o.jpg,https://www.flickr.com/photos/brostad/5804834580,https://creativecommons.org/licenses/by/2.0/,Bernt Rostad,Cantillon Zwanze 2010
dataset_v2/images/train/test_1d3702a4e1d99fc1.jpg,train,keyboard,test,1d3702a4e1d99fc1,baseline-copy,https://open-images-dataset.s3.amazonaws.com/test/1d3702a4e1d99fc1.jpg,https://farm2.staticflickr.com/3361/3453839281_d6d225c4ca_o.jpg,https://www.flickr.com/photos/superkas83/3453839281,https://creativecommons.org/licenses/by/2.0/,Kiko Alario Salom,Party Abril 09-9
dataset_v2/images/val/test_1d9147978fcd7543.jpg,val,keyboard,test,1d9147978fcd7543,baseline-copy,https://open-images-dataset.s3.amazonaws.com/test/1d9147978fcd7543.jpg,https://farm4.staticflickr.com/2055/2272240963_96180f99f2_o.jpg,https://www.flickr.com/photos/moon_yu/2272240963,https://creativecommons.org/licenses/by/2.0/,David Rager,keyboard03
dataset_v2/images/train/test_1e471949af0ac2f5.jpg,train,bottle,test,1e471949af0ac2f5,download,https://open-images-dataset.s3.amazonaws.com/test/1e471949af0ac2f5.jpg,https://farm6.staticflickr.com/3350/13042451783_5b32c26b1a_o.jpg,https://www.flickr.com/photos/oh_you/13042451783,https://creativecommons.org/licenses/by/2.0/,corinnepw,LadyHacks 2014
dataset_v2/images/train/test_1e667172abb25fc4.jpg,train,bottle,test,1e667172abb25fc4,baseline-copy,https://open-images-dataset.s3.amazonaws.com/test/1e667172abb25fc4.jpg,https://farm5.staticflickr.com/3660/3620034318_2ee01b415d_o.jpg,https://www.flickr.com/photos/simondee/3620034318,https://creativecommons.org/licenses/by/2.0/,Simon Doggett,1979 Bolly
dataset_v2/images/train/test_1f5bcc4ff6e0e48c.jpg,train,keyboard,test,1f5bcc4ff6e0e48c,download,https://open-images-dataset.s3.amazonaws.com/test/1f5bcc4ff6e0e48c.jpg,https://c5.staticflickr.com/8/7031/6395455901_2485f04ae8_o.jpg,https://www.flickr.com/photos/isa_lias/6395455901,https://creativecommons.org/licenses/by/2.0/,Stéphane Gallay,eeePC 901 Hackintosh
dataset_v2/images/train/test_1fa1faa5108ec024.jpg,train,bottle,test,1fa1faa5108ec024,download,https://open-images-dataset.s3.amazonaws.com/test/1fa1faa5108ec024.jpg,https://farm5.staticflickr.com/5584/15115999141_210003a7ca_o.jpg,https://www.flickr.com/photos/crschmidt/15115999141,https://creativecommons.org/licenses/by/2.0/,Christopher Schmidt,IMG_20140902_075426
dataset_v2/images/train/test_206ef74330b37d18.jpg,train,keyboard,test,206ef74330b37d18,download,https://open-images-dataset.s3.amazonaws.com/test/206ef74330b37d18.jpg,https://c1.staticflickr.com/4/3760/12303999114_041a8663af_o.jpg,https://www.flickr.com/photos/topgold/12303999114,https://creativecommons.org/licenses/by/2.0/,Bernard Goldbach,Webcam on Tripod
dataset_v2/images/train/test_21ab635ea7456aea.jpg,train,bottle,test,21ab635ea7456aea,download,https://open-images-dataset.s3.amazonaws.com/test/21ab635ea7456aea.jpg,https://c3.staticflickr.com/4/3760/13778006263_4d17b2d556_o.jpg,https://www.flickr.com/photos/aforum/13778006263,https://creativecommons.org/licenses/by/2.0/,Carnaval.com Studios,Barranquilla Carnaval 201401
dataset_v2/images/train/test_21fb6a1e188a4ea9.jpg,train,keyboard,test,21fb6a1e188a4ea9,baseline-copy,https://open-images-dataset.s3.amazonaws.com/test/21fb6a1e188a4ea9.jpg,https://c2.staticflickr.com/6/5338/17419277989_65a3e2b071_o.jpg,https://www.flickr.com/photos/criterion/17419277989,https://creativecommons.org/licenses/by/2.0/,Armando Sotoca,Best friends forever
dataset_v2/images/train/test_226c1da5f2df11c7.jpg,train,bottle,test,226c1da5f2df11c7,download,https://open-images-dataset.s3.amazonaws.com/test/226c1da5f2df11c7.jpg,https://farm8.staticflickr.com/4074/4926990289_de7eff89fd_o.jpg,https://www.flickr.com/photos/vintagedept/4926990289,https://creativecommons.org/licenses/by/2.0/,Ann Wuyts,Absolute Antiquity Parody
dataset_v2/images/train/test_22fa860f70c6f856.jpg,train,keyboard,test,22fa860f70c6f856,baseline-copy,https://open-images-dataset.s3.amazonaws.com/test/22fa860f70c6f856.jpg,https://farm7.staticflickr.com/7581/15465258944_1e4c27bd73_o.jpg,https://www.flickr.com/photos/psd/15465258944,https://creativecommons.org/licenses/by/2.0/,Paul Downey,Worn keyboard
dataset_v2/images/train/test_22ff8a252588f3d7.jpg,train,keyboard,test,22ff8a252588f3d7,download,https://open-images-dataset.s3.amazonaws.com/test/22ff8a252588f3d7.jpg,https://farm8.staticflickr.com/2484/4039066496_8fa5747b20_o.jpg,https://www.flickr.com/photos/hoelscherb/4039066496,https://creativecommons.org/licenses/by/2.0/,hoelscherb,Computer
dataset_v2/images/train/test_236ebc6694716c9a.jpg,train,bottle,test,236ebc6694716c9a,download,https://open-images-dataset.s3.amazonaws.com/test/236ebc6694716c9a.jpg,https://c3.staticflickr.com/6/5002/5311536667_4acf1b1001_o.jpg,https://www.flickr.com/photos/naturamundi/5311536667,https://creativecommons.org/licenses/by/2.0/,NaturaMundi.blogspot.com,MundiCola o Cocanatura
dataset_v2/images/train/test_24050ee6edd2a211.jpg,train,keyboard,test,24050ee6edd2a211,baseline-copy,https://open-images-dataset.s3.amazonaws.com/test/24050ee6edd2a211.jpg,https://farm2.staticflickr.com/4/4810969_c28958aa46_o.jpg,https://www.flickr.com/photos/godolphin/4810969,https://creativecommons.org/licenses/by/2.0/,Hamdan Mesfer Al Amimi,DSC02106
dataset_v2/images/train/test_2409d5d183ffa37b.jpg,train,keyboard,test,2409d5d183ffa37b,baseline-copy,https://open-images-dataset.s3.amazonaws.com/test/2409d5d183ffa37b.jpg,https://c4.staticflickr.com/6/5009/5379895246_a85e04668d_o.jpg,https://www.flickr.com/photos/busbong/5379895246,https://creativecommons.org/licenses/by/2.0/,senov,兄ちゃんにReudoのBluetoothキーボードを貰ったのだけどさっそく使い方がわからない。電源ボタンどこ。
