local_file,dataset_split,selection_role,source_dataset,coco_image_id,coco_file_name,acquisition,download_url,flickr_url,license_id,license_name,license_url,horizontal_bottle_boxes
dataset_v3/images/train/coco_train2017_000000038276.jpg,train,keyboard,COCO 2017 train,38276,000000038276.jpg,download,http://images.cocodataset.org/train2017/000000038276.jpg,http://farm1.staticflickr.com/196/463630789_9a57d10fe8_z.jpg,2,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,0
dataset_v3/images/val/coco_train2017_000000038730.jpg,val,horizontal_bottle,COCO 2017 train,38730,000000038730.jpg,download,http://images.cocodataset.org/train2017/000000038730.jpg,http://farm8.staticflickr.com/7042/6839197034_13c7c00092_z.jpg,1,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1
dataset_v3/images/train/coco_train2017_000000041776.jpg,train,horizontal_bottle,COCO 2017 train,41776,000000041776.jpg,download,http://images.cocodataset.org/train2017/000000041776.jpg,http://farm9.staticflickr.com/8242/8493737174_457d4a5fe3_z.jpg,3,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1
dataset_v3/images/train/coco_train2017_000000043882.jpg,train,horizontal_bottle,COCO 2017 train,43882,000000043882.jpg,download,http://images.cocodataset.org/train2017/000000043882.jpg,http://farm4.staticflickr.com/3110/3146626643_39b8989e3d_z.jpg,2,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,1
dataset_v3/images/train/coco_train2017_000000044818.jpg,train,keyboard,COCO 2017 train,44818,000000044818.jpg,download,http://images.cocodataset.org/train2017/000000044818.jpg,http://farm3.staticflickr.com/2220/2310302652_292b5878f8_z.jpg,6,Attribution-NoDerivs License,http://creativecommons.org/licenses/by-nd/2.0/,0
dataset_v3/images/train/coco_train2017_000000044946.jpg,train,horizontal_bottle,COCO 2017 train,44946,000000044946.jpg,download,http://images.cocodataset.org/train2017/000000044946.jpg,http://farm5.staticflickr.com/4044/4586030156_a5dbf16455_z.jpg,1,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1
dataset_v3/images/train/coco_train2017_000000047290.jpg,train,horizontal_bottle,COCO 2017 train,47290,000000047290.jpg,download,http://images.cocodataset.org/train2017/000000047290.jpg,http://farm5.staticflickr.com/4071/4428545585_4cf6001ec7_z.jpg,3,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1
dataset_v3/images/train/coco_train2017_000000047805.jpg,train,person_negative,COCO 2017 train,47805,000000047805.jpg,download,http://images.cocodataset.org/train2017/000000047805.jpg,http://farm8.staticflickr.com/7215/7160529053_c215d4a9ac_z.jpg,3,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,0
dataset_v3/images/train/coco_train2017_000000052543.jpg,train,horizontal_bottle,COCO 2017 train,52543,000000052543.jpg,download,http://images.cocodataset.org/train2017/000000052543.jpg,http://farm1.staticflickr.com/138/376399129_342b6b7bb8_z.jpg,5,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,1
dataset_v3/images/val/coco_train2017_000000052619.jpg,val,horizontal_bottle,COCO 2017 train,52619,000000052619.jpg,download,http://images.cocodataset.org/train2017/000000052619.jpg,http://farm6.staticflickr.com/5144/5681956625_93285026b1_z.jpg,2,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,1
dataset_v3/images/train/coco_train2017_000000056647.jpg,train,horizontal_bottle,COCO 2017 train,56647,000000056647.jpg,download,http://images.cocodataset.org/train2017/000000056647.jpg,http://farm4.staticflickr.com/3461/3307571868_31e197b3f8_z.jpg,3,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1
dataset_v3/images/train/coco_train2017_000000058232.jpg,train,horizontal_bottle,COCO 2017 train,58232,000000058232.jpg,download,http://images.cocodataset.org/train2017/000000058232.jpg,http://farm8.staticflickr.com/7176/6798971338_d456c56323_z.jpg,2,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,1
dataset_v3/images/train/coco_train2017_000000058681.jpg,train,horizontal_bottle,COCO 2017 train,58681,000000058681.jpg,download,http://images.cocodataset.org/train2017/000000058681.jpg,http://farm4.staticflickr.com/3119/5830505231_0c274e0909_z.jpg,6,Attribution-NoDerivs License,http://creativecommons.org/licenses/by-nd/2.0/,1
dataset_v3/images/train/coco_train2017_000000059741.jpg,train,horizontal_bottle,COCO 2017 train,59741,000000059741.jpg,download,http://images.cocodataset.org/train2017/000000059741.jpg,http://farm1.staticflickr.com/208/475105461_8557370785_z.jpg,4,Attribution License,http://creativecommons.org/licenses/by/2.0/,1
dataset_v3/images/train/coco_train2017_000000059933.jpg,train,horizontal_bottle,COCO 2017 train,59933,000000059933.jpg,download,http://images.cocodataset.org/train2017/000000059933.jpg,http://farm1.staticflickr.com/147/343356166_b1f45afd02_z.jpg,5,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,1
dataset_v3/images/train/coco_train2017_000000062552.jpg,train,horizontal_bottle,COCO 2017 train,62552,000000062552.jpg,download,http://images.cocodataset.org/train2017/000000062552.jpg,http://farm5.staticflickr.com/4150/4960216297_90cd40eb1b_z.jpg,5,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,1
dataset_v3/images/train/coco_train2017_000000065166.jpg,train,horizontal_bottle,COCO 2017 train,65166,000000065166.jpg,download,http://images.cocodataset.org/train2017/000000065166.jpg,http://farm2.staticflickr.com/1023/1449840708_a1ddd1b118_z.jpg,1,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1
dataset_v3/images/train/coco_train2017_000000065601.jpg,train,horizontal_bottle,COCO 2017 train,65601,000000065601.jpg,download,http://images.cocodataset.org/train2017/000000065601.jpg,http://farm2.staticflickr.com/1320/571506963_39b7c34d99_z.jpg,5,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,1
dataset_v3/images/train/coco_train2017_000000066328.jpg,train,horizontal_bottle,COCO 2017 train,66328,000000066328.jpg,download,http://images.cocodataset.org/train2017/000000066328.jpg,http://farm3.staticflickr.com/2124/2029603941_c6c1c655ae_z.jpg,6,Attribution-NoDerivs License,http://creativecommons.org/licenses/by-nd/2.0/,1
dataset_v3/images/train/coco_train2017_000000067953.jpg,train,person_negative,COCO 2017 train,67953,000000067953.jpg,download,http://images.cocodataset.org/train2017/000000067953.jpg,http://farm8.staticflickr.com/7288/8738758992_776a2c741b_z.jpg,6,Attribution-NoDerivs License,http://creativecommons.org/licenses/by-nd/2.0/,0
dataset_v3/images/train/coco_train2017_000000070710.jpg,train,horizontal_bottle,COCO 2017 train,70710,000000070710.jpg,download,http://images.cocodataset.org/train2017/000000070710.jpg,http://farm5.staticflickr.com/4121/4889769584_e79b3a1156_z.jpg,4,Attribution License,http://creativecommons.org/licenses/by/2.0/,1
dataset_v3/images/train/coco_train2017_000000071222.jpg,train,horizontal_bottle,COCO 2017 train,71222,000000071222.jpg,download,http://images.cocodataset.org/train2017/000000071222.jpg,http://farm9.staticflickr.com/8441/7743821598_676fdc7a3a_z.jpg,4,Attribution License,http://creativecommons.org/licenses/by/2.0/,1
dataset_v3/images/train/coco_train2017_000000072051.jpg,train,keyboard,COCO 2017 train,72051,000000072051.jpg,download,http://images.cocodataset.org/train2017/000000072051.jpg,http://farm3.staticflickr.com/2316/2079256186_483ad82aa8_z.jpg,1,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,0
dataset_v3/images/val/coco_train2017_000000072605.jpg,val,horizontal_bottle,COCO 2017 train,72605,000000072605.jpg,download,http://images.cocodataset.org/train2017/000000072605.jpg,http://farm1.staticflickr.com/40/81790471_95d509ef81_z.jpg,6,Attribution-NoDerivs License,http://creativecommons.org/licenses/by-nd/2.0/,1
dataset_v3/images/train/coco_train2017_000000073721.jpg,train,horizontal_bottle,COCO 2017 train,73721,000000073721.jpg,download,http://images.cocodataset.org/train2017/000000073721.jpg,http://farm3.staticflickr.com/2205/2341172357_9227df5030_z.jpg,3,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,2
dataset_v3/images/val/coco_train2017_000000075322.jpg,val,person_negative,COCO 2017 train,75322,000000075322.jpg,download,http://images.cocodataset.org/train2017/000000075322.jpg,http://farm9.staticflickr.com/8183/8126575588_4186d8abbf_z.jpg,5,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,0
dataset_v3/images/train/coco_train2017_000000075636.jpg,train,horizontal_bottle,COCO 2017 train,75636,000000075636.jpg,download,http://images.cocodataset.org/train2017/000000075636.jpg,http://farm2.staticflickr.com/1355/4593001187_def2318960_z.jpg,3,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1
dataset_v3/images/train/coco_train2017_000000076525.jpg,train,horizontal_bottle,COCO 2017 train,76525,000000076525.jpg,download,http://images.cocodataset.org/train2017/000000076525.jpg,http://farm8.staticflickr.com/7067/7064839481_5570d23552_z.jpg,1,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,2
dataset_v3/images/train/coco_train2017_000000077099.jpg,train,horizontal_bottle,COCO 2017 train,77099,000000077099.jpg,download,http://images.cocodataset.org/train2017/000000077099.jpg,http://farm3.staticflickr.com/2578/3933881705_7563390693_z.jpg,3,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1
dataset_v3/images/val/coco_train2017_000000077377.jpg,val,horizontal_bottle,COCO 2017 train,77377,000000077377.jpg,download,http://images.cocodataset.org/train2017/000000077377.jpg,http://farm4.staticflickr.com/3245/2305407585_6a834e5005_z.jpg,1,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,2
dataset_v3/images/train/coco_train2017_000000079236.jpg,train,horizontal_bottle,COCO 2017 train,79236,000000079236.jpg,download,http://images.cocodataset.org/train2017/000000079236.jpg,http://farm5.staticflickr.com/4092/5032169335_e54e40fa74_z.jpg,1,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1
dataset_v3/images/train/coco_train2017_000000080801.jpg,train,horizontal_bottle,COCO 2017 train,80801,000000080801.jpg,download,http://images.cocodataset.org/train2017/000000080801.jpg,http://farm1.staticflickr.com/184/410051595_74287fb5f6_z.jpg,1,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1
dataset_v3/images/train/coco_train2017_000000081862.jpg,train,keyboard,COCO 2017 train,81862,000000081862.jpg,download,http://images.cocodataset.org/train2017/000000081862.jpg,http://farm1.staticflickr.com/158/374007970_b42fb8252b_z.jpg,1,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,0
dataset_v3/images/train/coco_train2017_000000083614.jpg,train,keyboard,COCO 2017 train,83614,000000083614.jpg,download,http://images.cocodataset.org/train2017/000000083614.jpg,http://farm4.staticflickr.com/3557/3556179332_14e66b5009_z.jpg,1,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,0
dataset_v3/images/val/coco_train2017_000000085944.jpg,val,horizontal_bottle,COCO 2017 train,85944,000000085944.jpg,download,http://images.cocodataset.org/train2017/000000085944.jpg,http://farm5.staticflickr.com/4100/4774626044_d4870e5a3d_z.jpg,4,Attribution License,http://creativecommons.org/licenses/by/2.0/,1
dataset_v3/images/train/coco_train2017_000000086993.jpg,train,person_negative,COCO 2017 train,86993,000000086993.jpg,download,http://images.cocodataset.org/train2017/000000086993.jpg,http://farm3.staticflickr.com/2797/4077480063_32e9ba856d_z.jpg,5,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,0
dataset_v3/images/train/coco_train2017_000000088123.jpg,train,horizontal_bottle,COCO 2017 train,88123,000000088123.jpg,download,http://images.cocodataset.org/train2017/000000088123.jpg,http://farm4.staticflickr.com/3603/3329826272_44d3579999_z.jpg,3,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1
dataset_v3/images/train/coco_train2017_000000089703.jpg,train,person_negative,COCO 2017 train,89703,000000089703.jpg,download,http://images.cocodataset.org/train2017/000000089703.jpg,http://farm8.staticflickr.com/7206/6858329861_2267a301c3_z.jpg,3,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,0
dataset_v3/images/val/coco_train2017_000000090707.jpg,val,horizontal_bottle,COCO 2017 train,90707,000000090707.jpg,download,http://images.cocodataset.org/train2017/000000090707.jpg,http://farm5.staticflickr.com/4110/5175677803_545c99476c_z.jpg,6,Attribution-NoDerivs License,http://creativecommons.org/licenses/by-nd/2.0/,2
dataset_v3/images/train/coco_train2017_000000091911.jpg,train,horizontal_bottle,COCO 2017 train,91911,000000091911.jpg,download,http://images.cocodataset.org/train2017/000000091911.jpg,http://farm4.staticflickr.com/3174/2558515322_b6475c1e63_z.jpg,1,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1
dataset_v3/images/train/coco_train2017_000000093106.jpg,train,horizontal_bottle,COCO 2017 train,93106,000000093106.jpg,download,http://images.cocodataset.org/train2017/000000093106.jpg,http://farm9.staticflickr.com/8075/8340584458_2b508f6710_z.jpg,5,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,4
dataset_v3/images/train/coco_train2017_000000094609.jpg,train,keyboard,COCO 2017 train,94609,000000094609.jpg,download,http://images.cocodataset.org/train2017/000000094609.jpg,http://farm1.staticflickr.com/16/22175505_9bf31dcfcd_z.jpg,5,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,0
dataset_v3/images/train/coco_train2017_000000096582.jpg,train,horizontal_bottle,COCO 2017 train,96582,000000096582.jpg,download,http://images.cocodataset.org/train2017/000000096582.jpg,http://farm4.staticflickr.com/3232/5821626719_499d0ae127_z.jpg,1,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1
dataset_v3/images/train/coco_train2017_000000097272.jpg,train,horizontal_bottle,COCO 2017 train,97272,000000097272.jpg,download,http://images.cocodataset.org/train2017/000000097272.jpg,http://farm6.staticflickr.com/5307/5571099339_a93115088c_z.jpg,3,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1
dataset_v3/images/train/coco_train2017_000000098616.jpg,train,person_negative,COCO 2017 train,98616,000000098616.jpg,download,http://images.cocodataset.org/train2017/000000098616.jpg,http://farm8.staticflickr.com/7276/8162115158_094e7c005f_z.jpg,3,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,0
dataset_v3/images/train/coco_train2017_000000098748.jpg,train,horizontal_bottle,COCO 2017 train,98748,000000098748.jpg,download,http://images.cocodataset.org/train2017/000000098748.jpg,http://farm3.staticflickr.com/2364/2372342974_86ba7cd9a9_z.jpg,5,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,1
dataset_v3/images/val/coco_train2017_000000099115.jpg,val,horizontal_bottle,COCO 2017 train,99115,000000099115.jpg,download,http://images.cocodataset.org/train2017/000000099115.jpg,http://farm6.staticflickr.com/5441/9593593363_7c72c5cdf4_z.jpg,2,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,1
dataset_v3/images/train/coco_train2017_000000100485.jpg,train,horizontal_bottle,COCO 2017 train,100485,000000100485.jpg,download,http://images.cocodataset.org/train2017/000000100485.jpg,http://farm9.staticflickr.com/8541/8669667227_606cc6623f_z.jpg,3,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1
dataset_v3/images/val/coco_train2017_000000100850.jpg,val,horizontal_bottle,COCO 2017 train,100850,000000100850.jpg,download,http://images.cocodataset.org/train2017/000000100850.jpg,http://farm3.staticflickr.com/2833/10302932334_e2677c799c_z.jpg,3,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,2
dataset_v3/images/train/coco_train2017_000000101079.jpg,train,horizontal_bottle,COCO 2017 train,101079,000000101079.jpg,download,http://images.cocodataset.org/train2017/000000101079.jpg,http://farm3.staticflickr.com/2134/2156716766_d59715e818_z.jpg,6,Attribution-NoDerivs License,http://creativecommons.org/licenses/by-nd/2.0/,1
dataset_v3/images/val/coco_train2017_000000101348.jpg,val,horizontal_bottle,COCO 2017 train,101348,000000101348.jpg,download,http://images.cocodataset.org/train2017/000000101348.jpg,http://farm4.staticflickr.com/3445/3229381990_9642110ce4_z.jpg,2,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,1
dataset_v3/images/train/coco_train2017_000000102174.jpg,train,keyboard,COCO 2017 train,102174,000000102174.jpg,download,http://images.cocodataset.org/train2017/000000102174.jpg,http://farm1.staticflickr.com/58/189202931_df9d0106d0_z.jpg,1,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,0
dataset_v3/images/train/coco_train2017_000000104470.jpg,train,person_negative,COCO 2017 train,104470,000000104470.jpg,download,http://images.cocodataset.org/train2017/000000104470.jpg,http://farm3.staticflickr.com/2378/1544388475_0c75809373_z.jpg,4,Attribution License,http://creativecommons.org/licenses/by/2.0/,0
dataset_v3/images/train/coco_train2017_000000105546.jpg,train,horizontal_bottle,COCO 2017 train,105546,000000105546.jpg,download,http://images.cocodataset.org/train2017/000000105546.jpg,http://farm1.staticflickr.com/251/2469114388_416df0ae6a_z.jpg,3,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1
dataset_v3/images/train/coco_train2017_000000106029.jpg,train,horizontal_bottle,COCO 2017 train,106029,000000106029.jpg,download,http://images.cocodataset.org/train2017/000000106029.jpg,http://farm4.staticflickr.com/3478/3891022215_962992061f_z.jpg,1,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1
dataset_v3/images/train/coco_train2017_000000107257.jpg,train,horizontal_bottle,COCO 2017 train,107257,000000107257.jpg,download,http://images.cocodataset.org/train2017/000000107257.jpg,http://farm4.staticflickr.com/3345/3220590248_9bfe3920e9_z.jpg,3,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1
dataset_v3/images/train/coco_train2017_000000107375.jpg,train,horizontal_bottle,COCO 2017 train,107375,000000107375.jpg,download,http://images.cocodataset.org/train2017/000000107375.jpg,http://farm1.staticflickr.com/148/407873725_1f0d0fafb2_z.jpg,3,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1
dataset_v3/images/val/coco_train2017_000000108803.jpg,val,horizontal_bottle,COCO 2017 train,108803,000000108803.jpg,download,http://images.cocodataset.org/train2017/000000108803.jpg,http://farm4.staticflickr.com/3550/3457641060_2349fe302f_z.jpg,4,Attribution License,http://creativecommons.org/licenses/by/2.0/,1
dataset_v3/images/train/coco_train2017_000000112584.jpg,train,horizontal_bottle,COCO 2017 train,112584,000000112584.jpg,download,http://images.cocodataset.org/train2017/000000112584.jpg,http://farm1.staticflickr.com/158/439993600_cefe82955c_z.jpg,4,Attribution License,http://creativecommons.org/licenses/by/2.0/,1
dataset_v3/images/train/coco_train2017_000000113473.jpg,train,horizontal_bottle,COCO 2017 train,113473,000000113473.jpg,download,http://images.cocodataset.org/train2017/000000113473.jpg,http://farm4.staticflickr.com/3147/2876410278_890f5f2602_z.jpg,2,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,1
dataset_v3/images/train/coco_train2017_000000113588.jpg,train,keyboard,COCO 2017 train,113588,000000113588.jpg,download,http://images.cocodataset.org/train2017/000000113588.jpg,http://farm5.staticflickr.com/4103/5094762826_3799070b3d_z.jpg,3,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,0
dataset_v3/images/train/coco_train2017_000000114503.jpg,train,horizontal_bottle,COCO 2017 train,114503,000000114503.jpg,download,http://images.cocodataset.org/train2017/000000114503.jpg,http://farm5.staticflickr.com/4029/4696484697_40585a1c55_z.jpg,4,Attribution License,http://creativecommons.org/licenses/by/2.0/,1
dataset_v3/images/train/coco_train2017_000000116133.jpg,train,horizontal_bottle,COCO 2017 train,116133,000000116133.jpg,download,http://images.cocodataset.org/train2017/000000116133.jpg,http://farm4.staticflickr.com/3200/2957435414_c1bc6f916b_z.jpg,4,Attribution License,http://creativecommons.org/licenses/by/2.0/,1
dataset_v3/images/train/coco_train2017_000000116223.jpg,train,horizontal_bottle,COCO 2017 train,116223,000000116223.jpg,download,http://images.cocodataset.org/train2017/000000116223.jpg,http://farm6.staticflickr.com/5002/5338492315_112cb54a73_z.jpg,3,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1
